"X","trial","trial_reward","total_reward","optimal_path","chosen_path","habit_path","distance","optimality","habit_test_trial","n_habit_test_trial","id"
0,0,14,14,4,0,5,1,FALSE,0,0,1
1,1,16,30,6,7,5,2,FALSE,0,0,1
2,2,7,37,5,7,5,0,FALSE,0,0,1
3,3,23,60,5,5,5,0,TRUE,0,0,1
4,4,19,79,4,5,5,1,FALSE,0,0,1
5,5,9,88,2,2,5,3,TRUE,0,0,1
6,6,9,97,5,4,5,0,FALSE,0,0,1
7,7,19,116,5,5,5,0,TRUE,0,0,1
8,8,22,138,4,4,5,1,TRUE,0,0,1
9,9,9,147,5,2,5,0,FALSE,0,0,1
10,10,13,160,7,5,5,2,FALSE,0,0,1
11,11,18,178,2,4,5,3,FALSE,0,0,1
12,12,20,198,5,4,5,0,FALSE,0,0,1
13,13,23,221,5,5,5,0,TRUE,0,0,1
14,14,22,243,5,5,5,0,TRUE,0,0,1
15,15,14,257,7,4,5,2,FALSE,0,0,1
16,16,17,274,5,4,5,0,FALSE,0,0,1
17,17,22,296,1,1,5,3,TRUE,0,0,1
18,18,20,316,5,5,5,0,TRUE,0,0,1
19,19,21,337,7,6,5,2,FALSE,0,0,1
20,20,14,351,5,3,5,0,FALSE,1,1,1
21,21,21,372,6,6,5,2,TRUE,0,0,1
22,22,10,382,5,5,5,0,TRUE,0,0,1
23,23,15,397,5,5,5,0,TRUE,0,0,1
24,24,8,405,1,6,5,3,FALSE,0,0,1
25,25,9,414,7,7,5,2,TRUE,0,0,1
26,26,18,432,5,5,5,0,TRUE,0,0,1
27,27,9,441,1,1,5,3,TRUE,0,0,1
28,28,14,455,5,5,5,0,TRUE,0,0,1
29,29,16,471,5,5,5,0,TRUE,0,0,1
30,30,17,488,5,5,5,0,TRUE,0,0,1
31,31,17,505,4,0,5,1,FALSE,0,0,1
32,32,17,522,4,5,5,1,FALSE,0,0,1
33,33,16,538,1,7,5,3,FALSE,0,0,1
34,34,16,554,5,5,5,0,TRUE,0,0,1
35,35,8,562,4,4,5,1,TRUE,0,0,1
36,36,15,577,7,7,5,2,TRUE,0,0,1
37,37,18,595,5,5,5,0,TRUE,0,0,1
38,38,12,607,4,5,5,1,FALSE,0,0,1
39,39,17,624,5,5,5,0,TRUE,0,0,1
40,40,17,641,6,6,5,2,TRUE,0,0,1
41,41,25,666,4,4,5,1,TRUE,0,0,1
42,42,18,684,6,6,5,2,TRUE,0,0,1
43,43,3,687,5,2,5,0,FALSE,1,2,1
44,44,16,703,5,5,5,0,TRUE,0,0,1
45,45,21,724,5,5,5,0,TRUE,0,0,1
46,46,17,741,3,0,5,3,FALSE,0,0,1
47,47,19,760,6,6,5,2,TRUE,0,0,1
48,48,22,782,5,5,5,0,TRUE,0,0,1
49,49,20,802,2,5,5,3,FALSE,0,0,1
50,50,9,811,2,0,5,3,FALSE,0,0,1
51,51,7,818,5,6,5,0,FALSE,0,0,1
52,52,23,841,4,4,5,1,TRUE,0,0,1
53,53,22,863,6,6,5,2,TRUE,0,0,1
54,54,15,878,6,6,5,2,TRUE,0,0,1
55,55,15,893,4,4,5,1,TRUE,0,0,1
56,56,13,906,3,0,5,3,FALSE,0,0,1
57,57,14,920,2,6,5,3,FALSE,0,0,1
58,58,17,937,5,5,5,0,TRUE,0,0,1
59,59,19,956,5,5,5,0,TRUE,0,0,1
60,60,13,969,5,5,5,0,TRUE,1,3,1
61,61,16,985,5,5,5,0,TRUE,0,0,1
62,62,20,1005,5,5,5,0,TRUE,0,0,1
63,63,18,1023,5,5,5,0,TRUE,0,0,1
64,64,17,1040,5,5,5,0,TRUE,0,0,1
65,65,21,1061,4,4,5,1,TRUE,0,0,1
66,66,18,1079,5,5,5,0,TRUE,0,0,1
67,67,19,1098,6,6,5,2,TRUE,0,0,1
68,68,12,1110,5,5,5,0,TRUE,0,0,1
69,69,19,1129,6,6,5,2,TRUE,0,0,1
70,70,11,1140,2,5,5,3,FALSE,0,0,1
71,71,8,1148,5,5,5,0,TRUE,0,0,1
72,72,13,1161,3,2,5,3,FALSE,0,0,1
73,73,21,1182,5,5,5,0,TRUE,0,0,1
74,74,19,1201,2,0,5,3,FALSE,0,0,1
75,75,16,1217,4,4,5,1,TRUE,0,0,1
76,76,17,1234,6,7,5,2,FALSE,0,0,1
77,77,12,1246,2,5,5,3,FALSE,0,0,1
78,78,14,1260,5,5,5,0,TRUE,0,0,1
79,79,20,1280,5,5,5,0,TRUE,0,0,1
80,80,17,1297,3,0,5,3,FALSE,0,0,1
81,81,19,1316,5,5,5,0,TRUE,1,4,1
82,82,13,1329,5,5,5,0,TRUE,0,0,1
83,83,18,1347,5,5,5,0,TRUE,0,0,1
84,84,15,1362,5,5,5,0,TRUE,0,0,1
85,85,16,1378,5,5,5,0,TRUE,0,0,1
86,86,19,1397,4,4,5,1,TRUE,0,0,1
87,87,15,1412,4,4,5,1,TRUE,0,0,1
88,88,19,1431,4,4,5,1,TRUE,0,0,1
89,89,10,1441,5,5,5,0,TRUE,0,0,1
90,90,14,1455,5,5,5,0,TRUE,0,0,1
91,91,9,1464,5,5,5,0,TRUE,0,0,1
92,92,22,1486,5,5,5,0,TRUE,0,0,1
93,93,18,1504,5,5,5,0,TRUE,0,0,1
94,94,13,1517,4,4,5,1,TRUE,0,0,1
95,95,16,1533,6,6,5,2,TRUE,0,0,1
96,96,14,1547,4,4,5,1,TRUE,0,0,1
97,97,14,1561,5,5,5,0,TRUE,0,0,1
98,98,8,1569,5,5,5,0,TRUE,0,0,1
99,99,15,1584,6,6,5,2,TRUE,0,0,1
0,0,19,19,4,1,4,0,FALSE,0,0,10
1,1,19,38,4,4,4,0,TRUE,0,0,10
2,2,13,51,5,5,4,1,TRUE,0,0,10
3,3,13,64,7,0,4,2,FALSE,0,0,10
4,4,19,83,2,2,4,3,TRUE,0,0,10
5,5,21,104,5,5,4,1,TRUE,0,0,10
6,6,12,116,4,4,4,0,TRUE,0,0,10
7,7,18,134,4,4,4,0,TRUE,0,0,10
8,8,11,145,4,4,4,0,TRUE,0,0,10
9,9,18,163,5,5,4,1,TRUE,0,0,10
10,10,15,178,3,0,4,3,FALSE,0,0,10
11,11,12,190,4,4,4,0,TRUE,0,0,10
12,12,17,207,4,4,4,0,TRUE,0,0,10
13,13,20,227,4,4,4,0,TRUE,0,0,10
14,14,22,249,5,5,4,1,TRUE,0,0,10
15,15,13,262,5,5,4,1,TRUE,0,0,10
16,16,12,274,3,2,4,3,FALSE,0,0,10
17,17,21,295,5,4,4,1,FALSE,0,0,10
18,18,18,313,4,4,4,0,TRUE,0,0,10
19,19,22,335,7,4,4,2,FALSE,0,0,10
20,20,12,347,4,2,4,0,FALSE,1,1,10
21,21,10,357,4,4,4,0,TRUE,0,0,10
22,22,17,374,1,1,4,3,TRUE,0,0,10
23,23,17,391,4,4,4,0,TRUE,0,0,10
24,24,18,409,5,5,4,1,TRUE,0,0,10
25,25,12,421,7,7,4,2,TRUE,0,0,10
26,26,13,434,4,4,4,0,TRUE,0,0,10
27,27,16,450,4,4,4,0,TRUE,0,0,10
28,28,9,459,4,4,4,0,TRUE,0,0,10
29,29,17,476,6,6,4,2,TRUE,0,0,10
30,30,12,488,4,4,4,0,TRUE,0,0,10
31,31,16,504,4,4,4,0,TRUE,0,0,10
32,32,23,527,4,4,4,0,TRUE,0,0,10
33,33,14,541,6,2,4,2,FALSE,0,0,10
34,34,17,558,4,4,4,0,TRUE,0,0,10
35,35,15,573,5,4,4,1,FALSE,0,0,10
36,36,12,585,4,4,4,0,TRUE,0,0,10
37,37,17,602,7,5,4,2,FALSE,0,0,10
38,38,19,621,6,5,4,2,FALSE,0,0,10
39,39,7,628,1,0,4,3,FALSE,0,0,10
40,40,16,644,3,2,4,3,FALSE,0,0,10
41,41,9,653,2,7,4,3,FALSE,0,0,10
42,42,18,671,1,1,4,3,TRUE,0,0,10
43,43,16,687,1,2,4,3,FALSE,0,0,10
44,44,14,701,4,6,4,0,FALSE,1,2,10
45,45,18,719,2,0,4,3,FALSE,0,0,10
46,46,15,734,6,5,4,2,FALSE,0,0,10
47,47,11,745,4,4,4,0,TRUE,0,0,10
48,48,15,760,2,2,4,3,TRUE,0,0,10
49,49,17,777,4,4,4,0,TRUE,0,0,10
50,50,15,792,5,5,4,1,TRUE,0,0,10
51,51,15,807,4,4,4,0,TRUE,0,0,10
52,52,20,827,6,6,4,2,TRUE,0,0,10
53,53,9,836,4,4,4,0,TRUE,0,0,10
54,54,16,852,4,4,4,0,TRUE,0,0,10
55,55,16,868,5,5,4,1,TRUE,0,0,10
56,56,18,886,6,6,4,2,TRUE,0,0,10
57,57,13,899,4,4,4,0,TRUE,0,0,10
58,58,7,906,3,7,4,3,FALSE,0,0,10
59,59,22,928,5,5,4,1,TRUE,0,0,10
60,60,7,935,4,3,4,0,FALSE,1,3,10
61,61,17,952,4,4,4,0,TRUE,0,0,10
62,62,17,969,4,4,4,0,TRUE,0,0,10
63,63,20,989,6,7,4,2,FALSE,0,0,10
64,64,16,1005,5,5,4,1,TRUE,0,0,10
65,65,13,1018,4,4,4,0,TRUE,0,0,10
66,66,19,1037,6,6,4,2,TRUE,0,0,10
67,67,19,1056,4,4,4,0,TRUE,0,0,10
68,68,12,1068,4,4,4,0,TRUE,0,0,10
69,69,11,1079,4,4,4,0,TRUE,0,0,10
70,70,26,1105,6,6,4,2,TRUE,0,0,10
71,71,18,1123,4,4,4,0,TRUE,0,0,10
72,72,15,1138,3,1,4,3,FALSE,0,0,10
73,73,15,1153,6,6,4,2,TRUE,0,0,10
74,74,10,1163,4,4,4,0,TRUE,0,0,10
75,75,21,1184,4,4,4,0,TRUE,0,0,10
76,76,10,1194,4,4,4,0,TRUE,0,0,10
77,77,15,1209,6,6,4,2,TRUE,0,0,10
78,78,16,1225,1,1,4,3,TRUE,0,0,10
79,79,22,1247,6,6,4,2,TRUE,0,0,10
80,80,5,1252,4,3,4,0,FALSE,1,4,10
81,81,20,1272,5,5,4,1,TRUE,0,0,10
82,82,21,1293,4,1,4,0,FALSE,0,0,10
83,83,12,1305,4,4,4,0,TRUE,0,0,10
84,84,20,1325,4,4,4,0,TRUE,0,0,10
85,85,16,1341,4,4,4,0,TRUE,0,0,10
86,86,15,1356,4,4,4,0,TRUE,0,0,10
87,87,11,1367,6,7,4,2,FALSE,0,0,10
88,88,15,1382,5,5,4,1,TRUE,0,0,10
89,89,17,1399,5,5,4,1,TRUE,0,0,10
90,90,13,1412,2,0,4,3,FALSE,0,0,10
91,91,21,1433,4,1,4,0,FALSE,0,0,10
92,92,8,1441,4,4,4,0,TRUE,0,0,10
93,93,13,1454,5,5,4,1,TRUE,0,0,10
94,94,23,1477,5,5,4,1,TRUE,0,0,10
95,95,21,1498,4,4,4,0,TRUE,0,0,10
96,96,17,1515,4,4,4,0,TRUE,0,0,10
97,97,13,1528,4,4,4,0,TRUE,0,0,10
98,98,14,1542,5,5,4,1,TRUE,0,0,10
99,99,17,1559,4,4,4,0,TRUE,0,0,10
0,0,11,11,1,0,2,2,FALSE,0,0,11
1,1,10,21,3,0,2,1,FALSE,0,0,11
2,2,17,38,0,0,2,2,TRUE,0,0,11
3,3,12,50,2,2,2,0,TRUE,0,0,11
4,4,6,56,1,2,2,2,FALSE,0,0,11
5,5,12,68,2,2,2,0,TRUE,0,0,11
6,6,14,82,2,2,2,0,TRUE,0,0,11
7,7,21,103,2,0,2,0,FALSE,0,0,11
8,8,11,114,2,0,2,0,FALSE,0,0,11
9,9,14,128,3,0,2,1,FALSE,0,0,11
10,10,15,143,6,6,2,3,TRUE,0,0,11
11,11,19,162,3,0,2,1,FALSE,0,0,11
12,12,17,179,7,7,2,3,TRUE,0,0,11
13,13,8,187,7,6,2,3,FALSE,0,0,11
14,14,19,206,2,2,2,0,TRUE,0,0,11
15,15,15,221,2,2,2,0,TRUE,0,0,11
16,16,19,240,0,0,2,2,TRUE,0,0,11
17,17,12,252,2,2,2,0,TRUE,0,0,11
18,18,20,272,3,0,2,1,FALSE,0,0,11
19,19,7,279,2,3,2,0,FALSE,0,0,11
20,20,14,293,3,3,2,1,TRUE,0,0,11
21,21,18,311,3,2,2,1,FALSE,0,0,11
22,22,11,322,2,7,2,0,FALSE,1,1,11
23,23,17,339,1,0,2,2,FALSE,0,0,11
24,24,20,359,4,0,2,3,FALSE,0,0,11
25,25,14,373,2,6,2,0,FALSE,0,0,11
26,26,22,395,0,0,2,2,TRUE,0,0,11
27,27,17,412,2,2,2,0,TRUE,0,0,11
28,28,15,427,2,3,2,0,FALSE,0,0,11
29,29,9,436,2,2,2,0,TRUE,0,0,11
30,30,17,453,2,2,2,0,TRUE,0,0,11
31,31,20,473,5,4,2,3,FALSE,0,0,11
32,32,7,480,1,7,2,2,FALSE,0,0,11
33,33,10,490,4,4,2,3,TRUE,0,0,11
34,34,16,506,2,7,2,0,FALSE,0,0,11
35,35,7,513,2,5,2,0,FALSE,0,0,11
36,36,13,526,2,4,2,0,FALSE,0,0,11
37,37,20,546,5,2,2,3,FALSE,0,0,11
38,38,12,558,2,2,2,0,TRUE,0,0,11
39,39,16,574,2,2,2,0,TRUE,0,0,11
40,40,25,599,1,1,2,2,TRUE,0,0,11
41,41,12,611,2,0,2,0,FALSE,1,2,11
42,42,11,622,2,3,2,0,FALSE,0,0,11
43,43,22,644,2,2,2,0,TRUE,0,0,11
44,44,20,664,2,2,2,0,TRUE,0,0,11
45,45,16,680,2,5,2,0,FALSE,0,0,11
46,46,18,698,6,7,2,3,FALSE,0,0,11
47,47,17,715,4,4,2,3,TRUE,0,0,11
48,48,15,730,2,3,2,0,FALSE,0,0,11
49,49,18,748,3,3,2,1,TRUE,0,0,11
50,50,12,760,1,2,2,2,FALSE,0,0,11
51,51,16,776,2,2,2,0,TRUE,0,0,11
52,52,15,791,6,6,2,3,TRUE,0,0,11
53,53,14,805,2,0,2,0,FALSE,0,0,11
54,54,15,820,3,5,2,1,FALSE,0,0,11
55,55,18,838,3,3,2,1,TRUE,0,0,11
56,56,21,859,2,2,2,0,TRUE,0,0,11
57,57,23,882,6,7,2,3,FALSE,0,0,11
58,58,23,905,4,4,2,3,TRUE,0,0,11
59,59,16,921,5,5,2,3,TRUE,0,0,11
60,60,9,930,2,0,2,0,FALSE,1,3,11
61,61,16,946,2,6,2,0,FALSE,0,0,11
62,62,15,961,4,4,2,3,TRUE,0,0,11
63,63,9,970,3,5,2,1,FALSE,0,0,11
64,64,13,983,2,2,2,0,TRUE,0,0,11
65,65,15,998,2,2,2,0,TRUE,0,0,11
66,66,19,1017,3,3,2,1,TRUE,0,0,11
67,67,11,1028,2,2,2,0,TRUE,0,0,11
68,68,19,1047,2,2,2,0,TRUE,0,0,11
69,69,17,1064,3,3,2,1,TRUE,0,0,11
70,70,13,1077,2,2,2,0,TRUE,0,0,11
71,71,16,1093,1,2,2,2,FALSE,0,0,11
72,72,14,1107,1,1,2,2,TRUE,0,0,11
73,73,14,1121,2,2,2,0,TRUE,0,0,11
74,74,25,1146,2,2,2,0,TRUE,0,0,11
75,75,11,1157,6,5,2,3,FALSE,0,0,11
76,76,14,1171,1,1,2,2,TRUE,0,0,11
77,77,17,1188,3,2,2,1,FALSE,0,0,11
78,78,9,1197,4,3,2,3,FALSE,0,0,11
79,79,12,1209,2,2,2,0,TRUE,0,0,11
80,80,7,1216,2,5,2,0,FALSE,1,4,11
81,81,19,1235,2,2,2,0,TRUE,0,0,11
82,82,17,1252,1,1,2,2,TRUE,0,0,11
83,83,23,1275,1,1,2,2,TRUE,0,0,11
84,84,9,1284,2,2,2,0,TRUE,0,0,11
85,85,15,1299,2,2,2,0,TRUE,0,0,11
86,86,21,1320,3,3,2,1,TRUE,0,0,11
87,87,17,1337,4,4,2,3,TRUE,0,0,11
88,88,22,1359,2,2,2,0,TRUE,0,0,11
89,89,18,1377,1,1,2,2,TRUE,0,0,11
90,90,23,1400,2,2,2,0,TRUE,0,0,11
91,91,24,1424,1,1,2,2,TRUE,0,0,11
92,92,11,1435,2,2,2,0,TRUE,0,0,11
93,93,18,1453,2,2,2,0,TRUE,0,0,11
94,94,17,1470,3,3,2,1,TRUE,0,0,11
95,95,20,1490,2,2,2,0,TRUE,0,0,11
96,96,16,1506,3,3,2,1,TRUE,0,0,11
97,97,23,1529,2,2,2,0,TRUE,0,0,11
98,98,26,1555,1,1,2,2,TRUE,0,0,11
99,99,17,1572,2,2,2,0,TRUE,0,0,11
0,0,18,18,4,7,5,1,FALSE,0,0,12
1,1,17,35,4,7,5,1,FALSE,0,0,12
2,2,15,50,5,7,5,0,FALSE,0,0,12
3,3,22,72,5,5,5,0,TRUE,0,0,12
4,4,8,80,7,7,5,2,TRUE,0,0,12
5,5,11,91,0,0,5,3,TRUE,0,0,12
6,6,21,112,5,5,5,0,TRUE,0,0,12
7,7,22,134,5,5,5,0,TRUE,0,0,12
8,8,20,154,7,7,5,2,TRUE,0,0,12
9,9,10,164,7,7,5,2,TRUE,0,0,12
10,10,15,179,5,5,5,0,TRUE,0,0,12
11,11,22,201,5,5,5,0,TRUE,0,0,12
12,12,13,214,6,7,5,2,FALSE,0,0,12
13,13,21,235,5,5,5,0,TRUE,0,0,12
14,14,13,248,0,0,5,3,TRUE,0,0,12
15,15,18,266,5,7,5,0,FALSE,0,0,12
16,16,21,287,5,5,5,0,TRUE,0,0,12
17,17,21,308,5,5,5,0,TRUE,0,0,12
18,18,19,327,5,5,5,0,TRUE,0,0,12
19,19,11,338,5,5,5,0,TRUE,0,0,12
20,20,11,349,1,0,5,3,FALSE,0,0,12
21,21,16,365,5,7,5,0,FALSE,1,1,12
22,22,19,384,5,5,5,0,TRUE,0,0,12
23,23,19,403,5,5,5,0,TRUE,0,0,12
24,24,19,422,6,7,5,2,FALSE,0,0,12
25,25,10,432,5,5,5,0,TRUE,0,0,12
26,26,23,455,7,7,5,2,TRUE,0,0,12
27,27,15,470,5,5,5,0,TRUE,0,0,12
28,28,22,492,5,5,5,0,TRUE,0,0,12
29,29,16,508,7,7,5,2,TRUE,0,0,12
30,30,7,515,6,0,5,2,FALSE,0,0,12
31,31,17,532,7,7,5,2,TRUE,0,0,12
32,32,15,547,5,5,5,0,TRUE,0,0,12
33,33,18,565,4,7,5,1,FALSE,0,0,12
34,34,7,572,4,5,5,1,FALSE,0,0,12
35,35,11,583,0,0,5,3,TRUE,0,0,12
36,36,7,590,4,5,5,1,FALSE,0,0,12
37,37,13,603,4,4,5,1,TRUE,0,0,12
38,38,15,618,5,5,5,0,TRUE,0,0,12
39,39,16,634,4,4,5,1,TRUE,0,0,12
40,40,22,656,6,7,5,2,FALSE,0,0,12
41,41,4,660,5,4,5,0,FALSE,1,2,12
42,42,15,675,3,0,5,3,FALSE,0,0,12
43,43,19,694,5,5,5,0,TRUE,0,0,12
44,44,13,707,5,5,5,0,TRUE,0,0,12
45,45,21,728,6,7,5,2,FALSE,0,0,12
46,46,24,752,4,4,5,1,TRUE,0,0,12
47,47,12,764,5,5,5,0,TRUE,0,0,12
48,48,9,773,5,5,5,0,TRUE,0,0,12
49,49,20,793,5,5,5,0,TRUE,0,0,12
50,50,24,817,5,5,5,0,TRUE,0,0,12
51,51,17,834,5,5,5,0,TRUE,0,0,12
52,52,26,860,4,4,5,1,TRUE,0,0,12
53,53,17,877,6,7,5,2,FALSE,0,0,12
54,54,11,888,5,5,5,0,TRUE,0,0,12
55,55,21,909,5,5,5,0,TRUE,0,0,12
56,56,21,930,5,5,5,0,TRUE,0,0,12
57,57,16,946,6,7,5,2,FALSE,0,0,12
58,58,14,960,5,5,5,0,TRUE,0,0,12
59,59,22,982,4,4,5,1,TRUE,0,0,12
60,60,18,1000,5,5,5,0,TRUE,1,3,12
61,61,25,1025,4,4,5,1,TRUE,0,0,12
62,62,22,1047,5,5,5,0,TRUE,0,0,12
63,63,11,1058,5,5,5,0,TRUE,0,0,12
64,64,14,1072,5,5,5,0,TRUE,0,0,12
65,65,19,1091,6,6,5,2,TRUE,0,0,12
66,66,14,1105,5,5,5,0,TRUE,0,0,12
67,67,8,1113,5,5,5,0,TRUE,0,0,12
68,68,14,1127,6,6,5,2,TRUE,0,0,12
69,69,22,1149,4,4,5,1,TRUE,0,0,12
70,70,10,1159,3,6,5,3,FALSE,0,0,12
71,71,19,1178,3,5,5,3,FALSE,0,0,12
72,72,13,1191,2,2,5,3,TRUE,0,0,12
73,73,10,1201,1,2,5,3,FALSE,0,0,12
74,74,14,1215,6,7,5,2,FALSE,0,0,12
75,75,13,1228,5,5,5,0,TRUE,0,0,12
76,76,10,1238,3,1,5,3,FALSE,0,0,12
77,77,9,1247,5,5,5,0,TRUE,0,0,12
78,78,20,1267,2,4,5,3,FALSE,0,0,12
79,79,19,1286,5,5,5,0,TRUE,0,0,12
80,80,19,1305,6,7,5,2,FALSE,0,0,12
81,81,8,1313,5,5,5,0,TRUE,1,4,12
82,82,13,1326,4,4,5,1,TRUE,0,0,12
83,83,19,1345,6,6,5,2,TRUE,0,0,12
84,84,11,1356,5,5,5,0,TRUE,0,0,12
85,85,21,1377,2,2,5,3,TRUE,0,0,12
86,86,12,1389,4,6,5,1,FALSE,0,0,12
87,87,21,1410,5,5,5,0,TRUE,0,0,12
88,88,22,1432,5,5,5,0,TRUE,0,0,12
89,89,25,1457,4,4,5,1,TRUE,0,0,12
90,90,14,1471,5,5,5,0,TRUE,0,0,12
91,91,19,1490,4,4,5,1,TRUE,0,0,12
92,92,21,1511,4,4,5,1,TRUE,0,0,12
93,93,17,1528,2,2,5,3,TRUE,0,0,12
94,94,14,1542,2,2,5,3,TRUE,0,0,12
95,95,13,1555,5,5,5,0,TRUE,0,0,12
96,96,13,1568,5,5,5,0,TRUE,0,0,12
97,97,16,1584,5,5,5,0,TRUE,0,0,12
98,98,16,1600,5,5,5,0,TRUE,0,0,12
99,99,17,1617,6,6,5,2,TRUE,0,0,12
0,0,8,8,0,5,3,2,FALSE,0,0,13
1,1,14,22,3,0,3,0,FALSE,0,0,13
2,2,20,42,3,0,3,0,FALSE,0,0,13
3,3,14,56,3,7,3,0,FALSE,0,0,13
4,4,14,70,2,0,3,1,FALSE,0,0,13
5,5,13,83,3,3,3,0,TRUE,0,0,13
6,6,12,95,3,7,3,0,FALSE,0,0,13
7,7,19,114,4,4,3,3,TRUE,0,0,13
8,8,19,133,3,3,3,0,TRUE,0,0,13
9,9,13,146,2,5,3,1,FALSE,0,0,13
10,10,21,167,3,0,3,0,FALSE,0,0,13
11,11,13,180,1,2,3,2,FALSE,0,0,13
12,12,20,200,0,0,3,2,TRUE,0,0,13
13,13,18,218,3,7,3,0,FALSE,0,0,13
14,14,14,232,2,2,3,1,TRUE,0,0,13
15,15,17,249,0,0,3,2,TRUE,0,0,13
16,16,20,269,3,3,3,0,TRUE,0,0,13
17,17,11,280,0,5,3,2,FALSE,0,0,13
18,18,13,293,4,4,3,3,TRUE,0,0,13
19,19,13,306,7,0,3,3,FALSE,0,0,13
20,20,18,324,5,5,3,3,TRUE,0,0,13
21,21,20,344,5,5,3,3,TRUE,0,0,13
22,22,18,362,3,5,3,0,FALSE,1,1,13
23,23,23,385,3,3,3,0,TRUE,0,0,13
24,24,12,397,3,5,3,0,FALSE,0,0,13
25,25,18,415,3,4,3,0,FALSE,0,0,13
26,26,11,426,4,0,3,3,FALSE,0,0,13
27,27,14,440,3,0,3,0,FALSE,0,0,13
28,28,10,450,3,5,3,0,FALSE,0,0,13
29,29,11,461,1,4,3,2,FALSE,0,0,13
30,30,20,481,3,2,3,0,FALSE,0,0,13
31,31,10,491,2,0,3,1,FALSE,0,0,13
32,32,13,504,3,3,3,0,TRUE,0,0,13
33,33,12,516,3,1,3,0,FALSE,0,0,13
34,34,10,526,1,2,3,2,FALSE,0,0,13
35,35,11,537,3,7,3,0,FALSE,0,0,13
36,36,8,545,7,0,3,3,FALSE,0,0,13
37,37,14,559,1,1,3,2,TRUE,0,0,13
38,38,12,571,2,0,3,1,FALSE,0,0,13
39,39,13,584,3,5,3,0,FALSE,0,0,13
40,40,18,602,2,3,3,1,FALSE,0,0,13
41,41,16,618,6,4,3,3,FALSE,0,0,13
42,42,8,626,3,7,3,0,FALSE,1,2,13
43,43,17,643,2,0,3,1,FALSE,0,0,13
44,44,22,665,3,3,3,0,TRUE,0,0,13
45,45,22,687,3,3,3,0,TRUE,0,0,13
46,46,27,714,2,2,3,1,TRUE,0,0,13
47,47,11,725,2,1,3,1,FALSE,0,0,13
48,48,14,739,4,4,3,3,TRUE,0,0,13
49,49,19,758,3,2,3,0,FALSE,0,0,13
50,50,10,768,5,0,3,3,FALSE,0,0,13
51,51,12,780,3,7,3,0,FALSE,0,0,13
52,52,8,788,3,0,3,0,FALSE,0,0,13
53,53,8,796,3,1,3,0,FALSE,0,0,13
54,54,20,816,1,1,3,2,TRUE,0,0,13
55,55,18,834,1,0,3,2,FALSE,0,0,13
56,56,13,847,2,0,3,1,FALSE,0,0,13
57,57,18,865,3,5,3,0,FALSE,0,0,13
58,58,22,887,3,3,3,0,TRUE,0,0,13
59,59,11,898,3,5,3,0,FALSE,0,0,13
60,60,21,919,2,3,3,1,FALSE,0,0,13
61,61,16,935,1,1,3,2,TRUE,0,0,13
62,62,19,954,4,4,3,3,TRUE,0,0,13
63,63,13,967,3,0,3,0,FALSE,1,3,13
64,64,12,979,6,4,3,3,FALSE,0,0,13
65,65,22,1001,2,2,3,1,TRUE,0,0,13
66,66,21,1022,3,3,3,0,TRUE,0,0,13
67,67,18,1040,5,4,3,3,FALSE,0,0,13
68,68,13,1053,3,0,3,0,FALSE,0,0,13
69,69,9,1062,3,3,3,0,TRUE,0,0,13
70,70,17,1079,1,1,3,2,TRUE,0,0,13
71,71,18,1097,6,4,3,3,FALSE,0,0,13
72,72,21,1118,1,1,3,2,TRUE,0,0,13
73,73,21,1139,3,7,3,0,FALSE,0,0,13
74,74,13,1152,1,1,3,2,TRUE,0,0,13
75,75,14,1166,6,6,3,3,TRUE,0,0,13
76,76,18,1184,3,3,3,0,TRUE,0,0,13
77,77,18,1202,3,0,3,0,FALSE,0,0,13
