"X","trial","trial_reward","total_reward","optimal_path","chosen_path","habit_path","distance","optimality","habit_test_trial","n_habit_test_trial","id"
78,78,20,1222,3,3,3,0,TRUE,0,0,13
79,79,21,1243,2,2,3,1,TRUE,0,0,13
80,80,18,1261,1,1,3,2,TRUE,0,0,13
81,81,17,1278,1,1,3,2,TRUE,0,0,13
82,82,11,1289,3,3,3,0,TRUE,1,4,13
83,83,20,1309,3,3,3,0,TRUE,0,0,13
84,84,9,1318,3,0,3,0,FALSE,0,0,13
85,85,14,1332,1,1,3,2,TRUE,0,0,13
86,86,14,1346,3,0,3,0,FALSE,0,0,13
87,87,21,1367,3,1,3,0,FALSE,0,0,13
88,88,11,1378,3,1,3,0,FALSE,0,0,13
89,89,20,1398,3,5,3,0,FALSE,0,0,13
90,90,10,1408,6,1,3,3,FALSE,0,0,13
91,91,22,1430,2,2,3,1,TRUE,0,0,13
92,92,9,1439,3,0,3,0,FALSE,0,0,13
93,93,16,1455,3,3,3,0,TRUE,0,0,13
94,94,24,1479,3,3,3,0,TRUE,0,0,13
95,95,17,1496,3,0,3,0,FALSE,0,0,13
96,96,19,1515,1,1,3,2,TRUE,0,0,13
97,97,10,1525,3,0,3,0,FALSE,0,0,13
98,98,14,1539,6,5,3,3,FALSE,0,0,13
99,99,11,1550,2,3,3,1,FALSE,0,0,13
0,0,5,5,5,0,5,0,FALSE,0,0,14
1,1,19,24,5,4,5,0,FALSE,0,0,14
2,2,9,33,5,0,5,0,FALSE,0,0,14
3,3,21,54,7,6,5,2,FALSE,0,0,14
4,4,12,66,5,4,5,0,FALSE,0,0,14
5,5,19,85,5,5,5,0,TRUE,0,0,14
6,6,20,105,5,4,5,0,FALSE,0,0,14
7,7,22,127,0,0,5,3,TRUE,0,0,14
8,8,21,148,0,0,5,3,TRUE,0,0,14
9,9,14,162,7,6,5,2,FALSE,0,0,14
10,10,9,171,6,1,5,2,FALSE,0,0,14
11,11,17,188,4,4,5,1,TRUE,0,0,14
12,12,14,202,0,0,5,3,TRUE,0,0,14
13,13,15,217,7,4,5,2,FALSE,0,0,14
14,14,21,238,4,4,5,1,TRUE,0,0,14
15,15,11,249,7,6,5,2,FALSE,0,0,14
16,16,21,270,6,6,5,2,TRUE,0,0,14
17,17,14,284,5,0,5,0,FALSE,0,0,14
18,18,16,300,2,0,5,3,FALSE,0,0,14
19,19,13,313,5,6,5,0,FALSE,0,0,14
20,20,16,329,5,5,5,0,TRUE,1,1,14
21,21,19,348,0,0,5,3,TRUE,0,0,14
22,22,17,365,5,5,5,0,TRUE,0,0,14
23,23,17,382,5,5,5,0,TRUE,0,0,14
24,24,10,392,5,5,5,0,TRUE,0,0,14
25,25,14,406,7,5,5,2,FALSE,0,0,14
26,26,13,419,6,6,5,2,TRUE,0,0,14
27,27,24,443,5,5,5,0,TRUE,0,0,14
28,28,7,450,5,4,5,0,FALSE,0,0,14
29,29,11,461,5,5,5,0,TRUE,0,0,14
30,30,17,478,7,5,5,2,FALSE,0,0,14
31,31,20,498,4,3,5,1,FALSE,0,0,14
32,32,15,513,5,5,5,0,TRUE,0,0,14
33,33,18,531,5,2,5,0,FALSE,0,0,14
34,34,13,544,5,5,5,0,TRUE,0,0,14
35,35,16,560,5,5,5,0,TRUE,0,0,14
36,36,11,571,5,5,5,0,TRUE,0,0,14
37,37,14,585,7,5,5,2,FALSE,0,0,14
38,38,21,606,4,5,5,1,FALSE,0,0,14
39,39,10,616,0,0,5,3,TRUE,0,0,14
40,40,24,640,4,4,5,1,TRUE,0,0,14
41,41,16,656,5,0,5,0,FALSE,1,2,14
42,42,19,675,5,5,5,0,TRUE,0,0,14
43,43,21,696,5,4,5,0,FALSE,0,0,14
44,44,15,711,5,5,5,0,TRUE,0,0,14
45,45,13,724,5,5,5,0,TRUE,0,0,14
46,46,17,741,6,7,5,2,FALSE,0,0,14
47,47,24,765,4,4,5,1,TRUE,0,0,14
48,48,21,786,5,5,5,0,TRUE,0,0,14
49,49,23,809,5,5,5,0,TRUE,0,0,14
50,50,15,824,4,4,5,1,TRUE,0,0,14
51,51,16,840,4,4,5,1,TRUE,0,0,14
52,52,17,857,6,6,5,2,TRUE,0,0,14
53,53,17,874,6,6,5,2,TRUE,0,0,14
54,54,21,895,5,4,5,0,FALSE,0,0,14
55,55,15,910,5,5,5,0,TRUE,0,0,14
56,56,10,920,5,5,5,0,TRUE,0,0,14
57,57,21,941,5,5,5,0,TRUE,0,0,14
58,58,18,959,4,4,5,1,TRUE,0,0,14
59,59,19,978,1,0,5,3,FALSE,0,0,14
60,60,10,988,3,0,5,3,FALSE,0,0,14
61,61,24,1012,5,5,5,0,TRUE,1,3,14
62,62,18,1030,5,5,5,0,TRUE,0,0,14
63,63,11,1041,6,5,5,2,FALSE,0,0,14
64,64,13,1054,2,0,5,3,FALSE,0,0,14
65,65,17,1071,5,5,5,0,TRUE,0,0,14
66,66,10,1081,3,1,5,3,FALSE,0,0,14
67,67,15,1096,1,1,5,3,TRUE,0,0,14
68,68,24,1120,6,7,5,2,FALSE,0,0,14
69,69,21,1141,5,4,5,0,FALSE,0,0,14
70,70,15,1156,4,4,5,1,TRUE,0,0,14
71,71,10,1166,5,5,5,0,TRUE,0,0,14
72,72,13,1179,4,4,5,1,TRUE,0,0,14
73,73,17,1196,3,3,5,3,TRUE,0,0,14
74,74,21,1217,2,3,5,3,FALSE,0,0,14
75,75,22,1239,2,2,5,3,TRUE,0,0,14
76,76,13,1252,5,5,5,0,TRUE,0,0,14
77,77,12,1264,6,5,5,2,FALSE,0,0,14
78,78,16,1280,6,7,5,2,FALSE,0,0,14
79,79,18,1298,4,4,5,1,TRUE,0,0,14
80,80,16,1314,5,5,5,0,TRUE,1,4,14
81,81,13,1327,6,4,5,2,FALSE,0,0,14
82,82,12,1339,5,4,5,0,FALSE,0,0,14
83,83,19,1358,2,3,5,3,FALSE,0,0,14
84,84,18,1376,5,5,5,0,TRUE,0,0,14
85,85,15,1391,2,6,5,3,FALSE,0,0,14
86,86,7,1398,5,7,5,0,FALSE,0,0,14
87,87,17,1415,4,4,5,1,TRUE,0,0,14
88,88,15,1430,5,4,5,0,FALSE,0,0,14
89,89,19,1449,5,5,5,0,TRUE,0,0,14
90,90,11,1460,5,5,5,0,TRUE,0,0,14
91,91,16,1476,5,2,5,0,FALSE,0,0,14
92,92,18,1494,4,4,5,1,TRUE,0,0,14
93,93,8,1502,5,0,5,0,FALSE,0,0,14
94,94,14,1516,5,5,5,0,TRUE,0,0,14
95,95,20,1536,6,7,5,2,FALSE,0,0,14
96,96,13,1549,5,5,5,0,TRUE,0,0,14
97,97,21,1570,6,6,5,2,TRUE,0,0,14
98,98,13,1583,5,5,5,0,TRUE,0,0,14
99,99,18,1601,5,5,5,0,TRUE,0,0,14
0,0,6,6,3,1,3,0,FALSE,0,0,15
1,1,4,10,3,5,3,0,FALSE,0,0,15
2,2,16,26,0,0,3,2,TRUE,0,0,15
3,3,10,36,3,4,3,0,FALSE,0,0,15
4,4,21,57,3,3,3,0,TRUE,0,0,15
5,5,19,76,1,1,3,2,TRUE,0,0,15
6,6,16,92,3,3,3,0,TRUE,0,0,15
7,7,21,113,3,3,3,0,TRUE,0,0,15
8,8,16,129,3,3,3,0,TRUE,0,0,15
9,9,13,142,1,7,3,2,FALSE,0,0,15
10,10,12,154,4,4,3,3,TRUE,0,0,15
11,11,20,174,3,1,3,0,FALSE,0,0,15
12,12,22,196,4,4,3,3,TRUE,0,0,15
13,13,23,219,3,3,3,0,TRUE,0,0,15
14,14,18,237,4,5,3,3,FALSE,0,0,15
15,15,8,245,3,7,3,0,FALSE,0,0,15
16,16,11,256,3,3,3,0,TRUE,0,0,15
17,17,22,278,4,4,3,3,TRUE,0,0,15
18,18,14,292,3,3,3,0,TRUE,0,0,15
19,19,22,314,3,3,3,0,TRUE,0,0,15
20,20,6,320,2,5,3,1,FALSE,0,0,15
21,21,14,334,3,5,3,0,FALSE,1,1,15
22,22,9,343,1,1,3,2,TRUE,0,0,15
23,23,13,356,2,2,3,1,TRUE,0,0,15
24,24,17,373,4,4,3,3,TRUE,0,0,15
25,25,23,396,3,2,3,0,FALSE,0,0,15
26,26,22,418,2,2,3,1,TRUE,0,0,15
27,27,17,435,0,0,3,2,TRUE,0,0,15
28,28,10,445,6,2,3,3,FALSE,0,0,15
29,29,7,452,5,5,3,3,TRUE,0,0,15
30,30,22,474,3,2,3,0,FALSE,0,0,15
31,31,19,493,0,0,3,2,TRUE,0,0,15
32,32,13,506,2,2,3,1,TRUE,0,0,15
33,33,10,516,6,6,3,3,TRUE,0,0,15
34,34,11,527,3,3,3,0,TRUE,0,0,15
35,35,22,549,3,2,3,0,FALSE,0,0,15
36,36,10,559,3,3,3,0,TRUE,0,0,15
37,37,12,571,2,2,3,1,TRUE,0,0,15
38,38,12,583,7,6,3,3,FALSE,0,0,15
39,39,11,594,3,3,3,0,TRUE,0,0,15
40,40,22,616,1,1,3,2,TRUE,0,0,15
41,41,13,629,2,1,3,1,FALSE,0,0,15
42,42,18,647,2,2,3,1,TRUE,0,0,15
43,43,11,658,3,5,3,0,FALSE,1,2,15
44,44,12,670,4,4,3,3,TRUE,0,0,15
45,45,15,685,1,1,3,2,TRUE,0,0,15
46,46,8,693,3,1,3,0,FALSE,0,0,15
47,47,21,714,1,1,3,2,TRUE,0,0,15
48,48,16,730,2,2,3,1,TRUE,0,0,15
49,49,22,752,3,3,3,0,TRUE,0,0,15
50,50,12,764,3,3,3,0,TRUE,0,0,15
51,51,11,775,3,3,3,0,TRUE,0,0,15
52,52,13,788,2,2,3,1,TRUE,0,0,15
53,53,23,811,3,3,3,0,TRUE,0,0,15
54,54,19,830,5,5,3,3,TRUE,0,0,15
55,55,11,841,3,3,3,0,TRUE,0,0,15
56,56,13,854,2,2,3,1,TRUE,0,0,15
57,57,9,863,3,3,3,0,TRUE,0,0,15
58,58,14,877,6,5,3,3,FALSE,0,0,15
59,59,19,896,3,3,3,0,TRUE,0,0,15
60,60,16,912,3,2,3,0,FALSE,1,3,15
61,61,11,923,3,3,3,0,TRUE,0,0,15
62,62,20,943,3,2,3,0,FALSE,0,0,15
63,63,15,958,3,3,3,0,TRUE,0,0,15
64,64,14,972,2,2,3,1,TRUE,0,0,15
65,65,17,989,6,6,3,3,TRUE,0,0,15
66,66,13,1002,4,4,3,3,TRUE,0,0,15
67,67,14,1016,3,3,3,0,TRUE,0,0,15
68,68,11,1027,3,3,3,0,TRUE,0,0,15
69,69,11,1038,3,3,3,0,TRUE,0,0,15
70,70,13,1051,2,2,3,1,TRUE,0,0,15
71,71,10,1061,3,2,3,0,FALSE,0,0,15
72,72,20,1081,4,4,3,3,TRUE,0,0,15
73,73,13,1094,1,2,3,2,FALSE,0,0,15
74,74,12,1106,3,3,3,0,TRUE,0,0,15
75,75,16,1122,3,3,3,0,TRUE,0,0,15
76,76,6,1128,3,4,3,0,FALSE,0,0,15
77,77,15,1143,1,0,3,2,FALSE,0,0,15
78,78,17,1160,5,5,3,3,TRUE,0,0,15
79,79,20,1180,1,1,3,2,TRUE,0,0,15
80,80,9,1189,3,3,3,0,TRUE,1,4,15
81,81,12,1201,3,1,3,0,FALSE,0,0,15
82,82,14,1215,2,2,3,1,TRUE,0,0,15
83,83,16,1231,2,2,3,1,TRUE,0,0,15
84,84,21,1252,3,3,3,0,TRUE,0,0,15
85,85,23,1275,3,3,3,0,TRUE,0,0,15
86,86,18,1293,1,0,3,2,FALSE,0,0,15
87,87,15,1308,5,5,3,3,TRUE,0,0,15
88,88,14,1322,3,3,3,0,TRUE,0,0,15
89,89,20,1342,3,3,3,0,TRUE,0,0,15
90,90,9,1351,3,3,3,0,TRUE,0,0,15
91,91,15,1366,1,4,3,2,FALSE,0,0,15
92,92,25,1391,5,5,3,3,TRUE,0,0,15
93,93,19,1410,3,3,3,0,TRUE,0,0,15
94,94,12,1422,5,5,3,3,TRUE,0,0,15
95,95,21,1443,2,2,3,1,TRUE,0,0,15
96,96,7,1450,1,4,3,2,FALSE,0,0,15
97,97,16,1466,3,3,3,0,TRUE,0,0,15
98,98,22,1488,3,3,3,0,TRUE,0,0,15
99,99,25,1513,1,1,3,2,TRUE,0,0,15
0,0,16,16,4,3,4,0,FALSE,0,0,16
1,1,18,34,4,4,4,0,TRUE,0,0,16
2,2,9,43,4,5,4,0,FALSE,0,0,16
3,3,20,63,4,4,4,0,TRUE,0,0,16
4,4,11,74,4,4,4,0,TRUE,0,0,16
5,5,10,84,6,4,4,2,FALSE,0,0,16
6,6,10,94,6,2,4,2,FALSE,0,0,16
7,7,12,106,4,4,4,0,TRUE,0,0,16
8,8,24,130,5,5,4,1,TRUE,0,0,16
9,9,22,152,1,1,4,3,TRUE,0,0,16
10,10,15,167,5,4,4,1,FALSE,0,0,16
11,11,13,180,4,0,4,0,FALSE,0,0,16
12,12,16,196,5,6,4,1,FALSE,0,0,16
13,13,9,205,0,0,4,3,TRUE,0,0,16
14,14,17,222,4,4,4,0,TRUE,0,0,16
15,15,16,238,6,6,4,2,TRUE,0,0,16
16,16,20,258,4,4,4,0,TRUE,0,0,16
17,17,10,268,6,6,4,2,TRUE,0,0,16
18,18,8,276,2,3,4,3,FALSE,0,0,16
19,19,18,294,4,4,4,0,TRUE,0,0,16
20,20,15,309,5,5,4,1,TRUE,0,0,16
21,21,20,329,5,5,4,1,TRUE,0,0,16
22,22,12,341,4,0,4,0,FALSE,1,1,16
23,23,20,361,5,5,4,1,TRUE,0,0,16
24,24,14,375,4,4,4,0,TRUE,0,0,16
25,25,21,396,4,4,4,0,TRUE,0,0,16
26,26,23,419,0,0,4,3,TRUE,0,0,16
27,27,16,435,4,4,4,0,TRUE,0,0,16
28,28,13,448,4,4,4,0,TRUE,0,0,16
29,29,18,466,7,6,4,2,FALSE,0,0,16
30,30,10,476,4,4,4,0,TRUE,0,0,16
31,31,7,483,1,0,4,3,FALSE,0,0,16
32,32,14,497,2,0,4,3,FALSE,0,0,16
33,33,23,520,4,4,4,0,TRUE,0,0,16
34,34,19,539,4,4,4,0,TRUE,0,0,16
35,35,20,559,5,5,4,1,TRUE,0,0,16
36,36,8,567,1,5,4,3,FALSE,0,0,16
37,37,19,586,4,4,4,0,TRUE,0,0,16
38,38,20,606,3,6,4,3,FALSE,0,0,16
39,39,16,622,4,4,4,0,TRUE,0,0,16
40,40,7,629,4,0,4,0,FALSE,1,2,16
41,41,14,643,3,0,4,3,FALSE,0,0,16
42,42,18,661,5,5,4,1,TRUE,0,0,16
43,43,9,670,4,4,4,0,TRUE,0,0,16
44,44,15,685,4,4,4,0,TRUE,0,0,16
45,45,18,703,4,4,4,0,TRUE,0,0,16
46,46,12,715,4,4,4,0,TRUE,0,0,16
47,47,13,728,4,4,4,0,TRUE,0,0,16
48,48,19,747,6,7,4,2,FALSE,0,0,16
49,49,11,758,5,7,4,1,FALSE,0,0,16
50,50,17,775,4,4,4,0,TRUE,0,0,16
51,51,12,787,2,1,4,3,FALSE,0,0,16
52,52,22,809,4,4,4,0,TRUE,0,0,16
53,53,20,829,4,4,4,0,TRUE,0,0,16
54,54,15,844,6,6,4,2,TRUE,0,0,16
55,55,9,853,2,4,4,3,FALSE,0,0,16
56,56,11,864,2,4,4,3,FALSE,0,0,16
57,57,25,889,4,4,4,0,TRUE,0,0,16
58,58,15,904,4,4,4,0,TRUE,0,0,16
59,59,17,921,3,0,4,3,FALSE,0,0,16
60,60,15,936,4,5,4,0,FALSE,1,3,16
61,61,23,959,4,4,4,0,TRUE,0,0,16
62,62,13,972,5,5,4,1,TRUE,0,0,16
63,63,16,988,1,1,4,3,TRUE,0,0,16
64,64,12,1000,6,5,4,2,FALSE,0,0,16
65,65,26,1026,1,1,4,3,TRUE,0,0,16
66,66,16,1042,4,4,4,0,TRUE,0,0,16
67,67,16,1058,4,4,4,0,TRUE,0,0,16
68,68,20,1078,4,4,4,0,TRUE,0,0,16
69,69,10,1088,4,4,4,0,TRUE,0,0,16
70,70,23,1111,4,4,4,0,TRUE,0,0,16
71,71,13,1124,4,4,4,0,TRUE,0,0,16
72,72,13,1137,4,4,4,0,TRUE,0,0,16
73,73,21,1158,5,5,4,1,TRUE,0,0,16
74,74,14,1172,5,5,4,1,TRUE,0,0,16
75,75,20,1192,5,5,4,1,TRUE,0,0,16
76,76,22,1214,4,4,4,0,TRUE,0,0,16
77,77,16,1230,6,6,4,2,TRUE,0,0,16
78,78,17,1247,6,6,4,2,TRUE,0,0,16
79,79,15,1262,6,4,4,2,FALSE,0,0,16
80,80,16,1278,4,4,4,0,TRUE,1,4,16
81,81,16,1294,4,4,4,0,TRUE,0,0,16
82,82,23,1317,4,4,4,0,TRUE,0,0,16
83,83,18,1335,4,4,4,0,TRUE,0,0,16
84,84,20,1355,6,6,4,2,TRUE,0,0,16
85,85,17,1372,4,4,4,0,TRUE,0,0,16
86,86,17,1389,6,6,4,2,TRUE,0,0,16
87,87,15,1404,4,4,4,0,TRUE,0,0,16
88,88,15,1419,2,0,4,3,FALSE,0,0,16
89,89,14,1433,6,6,4,2,TRUE,0,0,16
90,90,16,1449,2,0,4,3,FALSE,0,0,16
91,91,14,1463,4,4,4,0,TRUE,0,0,16
92,92,26,1489,4,4,4,0,TRUE,0,0,16
93,93,22,1511,4,4,4,0,TRUE,0,0,16
94,94,22,1533,5,5,4,1,TRUE,0,0,16
95,95,15,1548,5,5,4,1,TRUE,0,0,16
96,96,15,1563,1,1,4,3,TRUE,0,0,16
97,97,18,1581,6,6,4,2,TRUE,0,0,16
98,98,20,1601,5,5,4,1,TRUE,0,0,16
99,99,17,1618,5,5,4,1,TRUE,0,0,16
0,0,23,23,5,5,5,0,TRUE,0,0,17
1,1,13,36,5,5,5,0,TRUE,0,0,17
2,2,19,55,4,6,5,1,FALSE,0,0,17
3,3,14,69,7,7,5,2,TRUE,0,0,17
4,4,15,84,3,4,5,3,FALSE,0,0,17
5,5,20,104,5,5,5,0,TRUE,0,0,17
6,6,8,112,7,7,5,2,TRUE,0,0,17
7,7,15,127,5,5,5,0,TRUE,0,0,17
8,8,10,137,5,5,5,0,TRUE,0,0,17
9,9,15,152,5,5,5,0,TRUE,0,0,17
10,10,23,175,6,4,5,2,FALSE,0,0,17
11,11,17,192,2,5,5,3,FALSE,0,0,17
12,12,24,216,5,5,5,0,TRUE,0,0,17
13,13,13,229,1,0,5,3,FALSE,0,0,17
14,14,14,243,3,5,5,3,FALSE,0,0,17
15,15,19,262,5,5,5,0,TRUE,0,0,17
16,16,7,269,5,2,5,0,FALSE,0,0,17
17,17,18,287,4,4,5,1,TRUE,0,0,17
18,18,16,303,5,5,5,0,TRUE,0,0,17
19,19,17,320,6,7,5,2,FALSE,0,0,17
20,20,16,336,1,7,5,3,FALSE,0,0,17
21,21,15,351,4,4,5,1,TRUE,0,0,17
22,22,17,368,5,4,5,0,FALSE,1,1,17
23,23,13,381,5,5,5,0,TRUE,0,0,17
24,24,23,404,5,5,5,0,TRUE,0,0,17
25,25,16,420,5,5,5,0,TRUE,0,0,17
26,26,10,430,0,0,5,3,TRUE,0,0,17
27,27,9,439,4,0,5,1,FALSE,0,0,17
28,28,16,455,4,5,5,1,FALSE,0,0,17
29,29,21,476,5,5,5,0,TRUE,0,0,17
30,30,16,492,5,5,5,0,TRUE,0,0,17
31,31,21,513,5,7,5,0,FALSE,0,0,17
32,32,22,535,5,5,5,0,TRUE,0,0,17
33,33,17,552,0,0,5,3,TRUE,0,0,17
34,34,20,572,4,7,5,1,FALSE,0,0,17
35,35,10,582,4,5,5,1,FALSE,0,0,17
36,36,14,596,3,0,5,3,FALSE,0,0,17
37,37,21,617,5,5,5,0,TRUE,0,0,17
38,38,17,634,4,4,5,1,TRUE,0,0,17
39,39,21,655,5,5,5,0,TRUE,0,0,17
40,40,20,675,5,5,5,0,TRUE,1,2,17
41,41,13,688,6,7,5,2,FALSE,0,0,17
42,42,9,697,6,4,5,2,FALSE,0,0,17
43,43,23,720,5,5,5,0,TRUE,0,0,17
44,44,15,735,5,5,5,0,TRUE,0,0,17
45,45,10,745,5,5,5,0,TRUE,0,0,17
46,46,12,757,1,0,5,3,FALSE,0,0,17
47,47,8,765,5,5,5,0,TRUE,0,0,17
48,48,19,784,6,7,5,2,FALSE,0,0,17
49,49,22,806,5,5,5,0,TRUE,0,0,17
50,50,18,824,5,5,5,0,TRUE,0,0,17
51,51,23,847,5,5,5,0,TRUE,0,0,17
52,52,12,859,6,7,5,2,FALSE,0,0,17
53,53,10,869,2,1,5,3,FALSE,0,0,17
54,54,13,882,5,5,5,0,TRUE,0,0,17
55,55,16,898,5,5,5,0,TRUE,0,0,17
56,56,19,917,6,7,5,2,FALSE,0,0,17
57,57,19,936,5,5,5,0,TRUE,0,0,17
58,58,16,952,5,5,5,0,TRUE,0,0,17
59,59,14,966,4,5,5,1,FALSE,0,0,17
60,60,13,979,5,4,5,0,FALSE,1,3,17
61,61,23,1002,5,5,5,0,TRUE,0,0,17
62,62,11,1013,2,0,5,3,FALSE,0,0,17
63,63,24,1037,4,4,5,1,TRUE,0,0,17
64,64,16,1053,4,4,5,1,TRUE,0,0,17
65,65,14,1067,2,3,5,3,FALSE,0,0,17
66,66,8,1075,6,5,5,2,FALSE,0,0,17
67,67,23,1098,6,7,5,2,FALSE,0,0,17
68,68,17,1115,1,1,5,3,TRUE,0,0,17
69,69,21,1136,5,0,5,0,FALSE,0,0,17
70,70,12,1148,5,5,5,0,TRUE,0,0,17
71,71,21,1169,5,5,5,0,TRUE,0,0,17
72,72,15,1184,4,4,5,1,TRUE,0,0,17
73,73,22,1206,5,5,5,0,TRUE,0,0,17
74,74,11,1217,5,5,5,0,TRUE,0,0,17
75,75,15,1232,6,5,5,2,FALSE,0,0,17
76,76,7,1239,5,6,5,0,FALSE,0,0,17
77,77,20,1259,4,5,5,1,FALSE,0,0,17
78,78,19,1278,6,5,5,2,FALSE,0,0,17
79,79,10,1288,5,5,5,0,TRUE,0,0,17
80,80,19,1307,5,5,5,0,TRUE,1,4,17
81,81,22,1329,5,5,5,0,TRUE,0,0,17
82,82,15,1344,2,0,5,3,FALSE,0,0,17
83,83,19,1363,3,0,5,3,FALSE,0,0,17
84,84,11,1374,4,5,5,1,FALSE,0,0,17
85,85,13,1387,4,4,5,1,TRUE,0,0,17
86,86,22,1409,5,5,5,0,TRUE,0,0,17
87,87,14,1423,1,0,5,3,FALSE,0,0,17
88,88,17,1440,5,7,5,0,FALSE,0,0,17
89,89,24,1464,5,5,5,0,TRUE,0,0,17
90,90,15,1479,4,5,5,1,FALSE,0,0,17
91,91,13,1492,6,7,5,2,FALSE,0,0,17
92,92,24,1516,5,5,5,0,TRUE,0,0,17
93,93,18,1534,4,4,5,1,TRUE,0,0,17
94,94,14,1548,5,4,5,0,FALSE,0,0,17
95,95,17,1565,4,4,5,1,TRUE,0,0,17
96,96,23,1588,3,2,5,3,FALSE,0,0,17
97,97,9,1597,2,4,5,3,FALSE,0,0,17
98,98,20,1617,5,5,5,0,TRUE,0,0,17
99,99,13,1630,5,5,5,0,TRUE,0,0,17
0,0,14,14,2,5,2,0,FALSE,0,0,18
1,1,19,33,2,0,2,0,FALSE,0,0,18
2,2,19,52,0,0,2,2,TRUE,0,0,18
3,3,19,71,2,7,2,0,FALSE,0,0,18
4,4,16,87,2,6,2,0,FALSE,0,0,18
5,5,6,93,3,4,2,1,FALSE,0,0,18
6,6,21,114,3,3,2,1,TRUE,0,0,18
7,7,15,129,4,4,2,3,TRUE,0,0,18
8,8,9,138,4,4,2,3,TRUE,0,0,18
9,9,21,159,2,2,2,0,TRUE,0,0,18
10,10,22,181,0,2,2,2,FALSE,0,0,18
11,11,16,197,2,2,2,0,TRUE,0,0,18
12,12,12,209,1,2,2,2,FALSE,0,0,18
13,13,12,221,3,7,2,1,FALSE,0,0,18
14,14,13,234,2,2,2,0,TRUE,0,0,18
15,15,20,254,2,2,2,0,TRUE,0,0,18
16,16,20,274,2,0,2,0,FALSE,0,0,18
17,17,14,288,5,7,2,3,FALSE,0,0,18
18,18,19,307,2,2,2,0,TRUE,0,0,18
19,19,18,325,3,3,2,1,TRUE,0,0,18
20,20,15,340,2,2,2,0,TRUE,1,1,18
21,21,10,350,3,7,2,1,FALSE,0,0,18
22,22,7,357,1,0,2,2,FALSE,0,0,18
23,23,15,372,2,0,2,0,FALSE,0,0,18
24,24,22,394,2,2,2,0,TRUE,0,0,18
25,25,15,409,5,5,2,3,TRUE,0,0,18
26,26,10,419,1,1,2,2,TRUE,0,0,18
27,27,10,429,1,1,2,2,TRUE,0,0,18
28,28,17,446,6,5,2,3,FALSE,0,0,18
29,29,11,457,3,3,2,1,TRUE,0,0,18
30,30,15,472,2,2,2,0,TRUE,0,0,18
31,31,21,493,2,2,2,0,TRUE,0,0,18
32,32,8,501,2,7,2,0,FALSE,0,0,18
33,33,9,510,1,1,2,2,TRUE,0,0,18
34,34,19,529,2,2,2,0,TRUE,0,0,18
35,35,14,543,5,5,2,3,TRUE,0,0,18
36,36,18,561,2,2,2,0,TRUE,0,0,18
37,37,17,578,2,2,2,0,TRUE,0,0,18
38,38,13,591,2,5,2,0,FALSE,0,0,18
39,39,21,612,3,3,2,1,TRUE,0,0,18
40,40,6,618,2,6,2,0,FALSE,1,2,18
41,41,13,631,3,5,2,1,FALSE,0,0,18
42,42,8,639,2,2,2,0,TRUE,0,0,18
43,43,9,648,2,2,2,0,TRUE,0,0,18
44,44,16,664,4,5,2,3,FALSE,0,0,18
45,45,10,674,2,2,2,0,TRUE,0,0,18
46,46,18,692,1,0,2,2,FALSE,0,0,18
47,47,12,704,5,5,2,3,TRUE,0,0,18
48,48,11,715,2,2,2,0,TRUE,0,0,18
49,49,15,730,2,2,2,0,TRUE,0,0,18
50,50,12,742,3,6,2,1,FALSE,0,0,18
51,51,17,759,1,1,2,2,TRUE,0,0,18
52,52,21,780,1,1,2,2,TRUE,0,0,18
53,53,14,794,2,4,2,0,FALSE,0,0,18
54,54,19,813,2,6,2,0,FALSE,0,0,18
55,55,13,826,3,0,2,1,FALSE,0,0,18
56,56,19,845,1,1,2,2,TRUE,0,0,18
57,57,15,860,2,2,2,0,TRUE,0,0,18
