"X","trial","trial_reward","total_reward","optimal_path","chosen_path","habit_path","distance","optimality","habit_test_trial","n_habit_test_trial","id"
40,40,19,627,3,7,3,0,FALSE,1,2,22
41,41,19,646,4,4,3,3,TRUE,0,0,22
42,42,20,666,3,3,3,0,TRUE,0,0,22
43,43,15,681,3,3,3,0,TRUE,0,0,22
44,44,21,702,2,2,3,1,TRUE,0,0,22
45,45,10,712,3,3,3,0,TRUE,0,0,22
46,46,22,734,4,5,3,3,FALSE,0,0,22
47,47,22,756,2,2,3,1,TRUE,0,0,22
48,48,21,777,2,2,3,1,TRUE,0,0,22
49,49,10,787,3,3,3,0,TRUE,0,0,22
50,50,18,805,3,3,3,0,TRUE,0,0,22
51,51,9,814,3,3,3,0,TRUE,0,0,22
52,52,19,833,1,1,3,2,TRUE,0,0,22
53,53,19,852,5,5,3,3,TRUE,0,0,22
54,54,17,869,2,2,3,1,TRUE,0,0,22
55,55,17,886,3,3,3,0,TRUE,0,0,22
56,56,15,901,1,1,3,2,TRUE,0,0,22
57,57,19,920,3,3,3,0,TRUE,0,0,22
58,58,17,937,1,1,3,2,TRUE,0,0,22
59,59,15,952,2,2,3,1,TRUE,0,0,22
60,60,18,970,3,2,3,0,FALSE,1,3,22
61,61,10,980,3,3,3,0,TRUE,0,0,22
62,62,24,1004,3,3,3,0,TRUE,0,0,22
63,63,16,1020,3,3,3,0,TRUE,0,0,22
64,64,16,1036,3,3,3,0,TRUE,0,0,22
65,65,8,1044,3,7,3,0,FALSE,0,0,22
66,66,22,1066,3,3,3,0,TRUE,0,0,22
67,67,14,1080,3,3,3,0,TRUE,0,0,22
68,68,15,1095,6,6,3,3,TRUE,0,0,22
69,69,20,1115,6,6,3,3,TRUE,0,0,22
70,70,16,1131,2,2,3,1,TRUE,0,0,22
71,71,13,1144,1,1,3,2,TRUE,0,0,22
72,72,12,1156,1,5,3,2,FALSE,0,0,22
73,73,16,1172,6,6,3,3,TRUE,0,0,22
74,74,22,1194,3,3,3,0,TRUE,0,0,22
75,75,17,1211,1,1,3,2,TRUE,0,0,22
76,76,21,1232,2,3,3,1,FALSE,0,0,22
77,77,21,1253,5,5,3,3,TRUE,0,0,22
78,78,11,1264,3,2,3,0,FALSE,0,0,22
79,79,17,1281,1,1,3,2,TRUE,0,0,22
80,80,23,1304,1,1,3,2,TRUE,0,0,22
81,81,23,1327,1,1,3,2,TRUE,0,0,22
82,82,25,1352,6,6,3,3,TRUE,0,0,22
83,83,10,1362,3,7,3,0,FALSE,1,4,22
84,84,12,1374,3,7,3,0,FALSE,0,0,22
85,85,12,1386,3,3,3,0,TRUE,0,0,22
86,86,22,1408,6,6,3,3,TRUE,0,0,22
87,87,12,1420,3,2,3,0,FALSE,0,0,22
88,88,17,1437,3,3,3,0,TRUE,0,0,22
89,89,19,1456,3,3,3,0,TRUE,0,0,22
90,90,20,1476,3,6,3,0,FALSE,0,0,22
91,91,20,1496,3,3,3,0,TRUE,0,0,22
92,92,21,1517,3,3,3,0,TRUE,0,0,22
93,93,18,1535,2,2,3,1,TRUE,0,0,22
94,94,20,1555,2,2,3,1,TRUE,0,0,22
95,95,19,1574,2,2,3,1,TRUE,0,0,22
96,96,22,1596,3,3,3,0,TRUE,0,0,22
97,97,17,1613,4,4,3,3,TRUE,0,0,22
98,98,19,1632,3,3,3,0,TRUE,0,0,22
99,99,18,1650,1,1,3,2,TRUE,0,0,22
0,0,19,19,3,0,2,1,FALSE,0,0,23
1,1,10,29,1,6,2,2,FALSE,0,0,23
2,2,18,47,2,2,2,0,TRUE,0,0,23
3,3,17,64,2,2,2,0,TRUE,0,0,23
4,4,17,81,2,2,2,0,TRUE,0,0,23
5,5,17,98,3,2,2,1,FALSE,0,0,23
6,6,15,113,7,7,2,3,TRUE,0,0,23
7,7,23,136,2,2,2,0,TRUE,0,0,23
8,8,17,153,2,2,2,0,TRUE,0,0,23
9,9,16,169,3,0,2,1,FALSE,0,0,23
10,10,16,185,2,2,2,0,TRUE,0,0,23
11,11,10,195,2,6,2,0,FALSE,0,0,23
12,12,22,217,2,2,2,0,TRUE,0,0,23
13,13,10,227,2,1,2,0,FALSE,0,0,23
14,14,20,247,3,2,2,1,FALSE,0,0,23
15,15,14,261,4,4,2,3,TRUE,0,0,23
16,16,6,267,2,5,2,0,FALSE,0,0,23
17,17,9,276,4,4,2,3,TRUE,0,0,23
18,18,12,288,2,2,2,0,TRUE,0,0,23
19,19,17,305,2,2,2,0,TRUE,0,0,23
20,20,21,326,1,1,2,2,TRUE,0,0,23
21,21,13,339,1,0,2,2,FALSE,0,0,23
22,22,7,346,6,2,2,3,FALSE,0,0,23
23,23,7,353,2,5,2,0,FALSE,1,1,23
24,24,20,373,2,2,2,0,TRUE,0,0,23
25,25,17,390,1,0,2,2,FALSE,0,0,23
26,26,14,404,2,2,2,0,TRUE,0,0,23
27,27,6,410,3,2,2,1,FALSE,0,0,23
28,28,18,428,1,2,2,2,FALSE,0,0,23
29,29,13,441,5,5,2,3,TRUE,0,0,23
30,30,11,452,3,2,2,1,FALSE,0,0,23
31,31,11,463,2,6,2,0,FALSE,0,0,23
32,32,16,479,3,0,2,1,FALSE,0,0,23
33,33,18,497,2,2,2,0,TRUE,0,0,23
34,34,12,509,2,2,2,0,TRUE,0,0,23
35,35,20,529,6,2,2,3,FALSE,0,0,23
36,36,19,548,2,2,2,0,TRUE,0,0,23
37,37,22,570,2,2,2,0,TRUE,0,0,23
38,38,17,587,3,7,2,1,FALSE,0,0,23
39,39,15,602,6,2,2,3,FALSE,0,0,23
40,40,10,612,2,2,2,0,TRUE,1,2,23
41,41,14,626,2,2,2,0,TRUE,0,0,23
42,42,23,649,1,1,2,2,TRUE,0,0,23
43,43,7,656,2,7,2,0,FALSE,0,0,23
44,44,13,669,1,1,2,2,TRUE,0,0,23
45,45,15,684,2,2,2,0,TRUE,0,0,23
46,46,9,693,2,2,2,0,TRUE,0,0,23
47,47,15,708,1,2,2,2,FALSE,0,0,23
48,48,13,721,6,6,2,3,TRUE,0,0,23
49,49,12,733,3,3,2,1,TRUE,0,0,23
50,50,14,747,1,1,2,2,TRUE,0,0,23
51,51,8,755,4,2,2,3,FALSE,0,0,23
52,52,14,769,1,0,2,2,FALSE,0,0,23
53,53,21,790,5,6,2,3,FALSE,0,0,23
54,54,13,803,2,2,2,0,TRUE,0,0,23
55,55,13,816,2,2,2,0,TRUE,0,0,23
56,56,21,837,3,3,2,1,TRUE,0,0,23
57,57,13,850,2,2,2,0,TRUE,0,0,23
58,58,8,858,2,2,2,0,TRUE,0,0,23
59,59,9,867,2,2,2,0,TRUE,0,0,23
60,60,14,881,5,3,2,3,FALSE,0,0,23
61,61,20,901,2,2,2,0,TRUE,1,3,23
62,62,17,918,3,2,2,1,FALSE,0,0,23
63,63,11,929,2,2,2,0,TRUE,0,0,23
64,64,25,954,2,2,2,0,TRUE,0,0,23
65,65,18,972,3,3,2,1,TRUE,0,0,23
66,66,17,989,6,1,2,3,FALSE,0,0,23
67,67,14,1003,3,2,2,1,FALSE,0,0,23
68,68,16,1019,3,3,2,1,TRUE,0,0,23
69,69,13,1032,2,2,2,0,TRUE,0,0,23
70,70,22,1054,2,2,2,0,TRUE,0,0,23
71,71,9,1063,6,1,2,3,FALSE,0,0,23
72,72,15,1078,3,2,2,1,FALSE,0,0,23
73,73,25,1103,2,2,2,0,TRUE,0,0,23
74,74,17,1120,5,5,2,3,TRUE,0,0,23
75,75,20,1140,1,4,2,2,FALSE,0,0,23
76,76,13,1153,2,2,2,0,TRUE,0,0,23
77,77,19,1172,1,1,2,2,TRUE,0,0,23
78,78,21,1193,2,2,2,0,TRUE,0,0,23
79,79,22,1215,2,2,2,0,TRUE,0,0,23
80,80,11,1226,2,2,2,0,TRUE,1,4,23
81,81,15,1241,2,2,2,0,TRUE,0,0,23
82,82,15,1256,1,1,2,2,TRUE,0,0,23
83,83,18,1274,4,1,2,3,FALSE,0,0,23
84,84,15,1289,5,5,2,3,TRUE,0,0,23
85,85,20,1309,2,4,2,0,FALSE,0,0,23
86,86,17,1326,1,0,2,2,FALSE,0,0,23
87,87,9,1335,2,2,2,0,TRUE,0,0,23
88,88,21,1356,3,2,2,1,FALSE,0,0,23
89,89,16,1372,4,5,2,3,FALSE,0,0,23
90,90,13,1385,2,2,2,0,TRUE,0,0,23
91,91,12,1397,1,1,2,2,TRUE,0,0,23
92,92,10,1407,2,2,2,0,TRUE,0,0,23
93,93,13,1420,2,2,2,0,TRUE,0,0,23
94,94,23,1443,3,3,2,1,TRUE,0,0,23
95,95,13,1456,2,2,2,0,TRUE,0,0,23
96,96,19,1475,2,2,2,0,TRUE,0,0,23
97,97,11,1486,2,1,2,0,FALSE,0,0,23
98,98,14,1500,2,2,2,0,TRUE,0,0,23
99,99,21,1521,3,2,2,1,FALSE,0,0,23
0,0,21,21,2,3,2,0,FALSE,0,0,24
1,1,14,35,1,1,2,2,TRUE,0,0,24
2,2,10,45,5,1,2,3,FALSE,0,0,24
3,3,23,68,2,3,2,0,FALSE,0,0,24
4,4,9,77,2,3,2,0,FALSE,0,0,24
5,5,24,101,2,2,2,0,TRUE,0,0,24
6,6,10,111,0,0,2,2,TRUE,0,0,24
7,7,14,125,7,7,2,3,TRUE,0,0,24
8,8,8,133,1,0,2,2,FALSE,0,0,24
9,9,13,146,0,0,2,2,TRUE,0,0,24
10,10,11,157,7,7,2,3,TRUE,0,0,24
11,11,20,177,2,2,2,0,TRUE,0,0,24
12,12,22,199,1,1,2,2,TRUE,0,0,24
13,13,15,214,2,2,2,0,TRUE,0,0,24
14,14,17,231,3,3,2,1,TRUE,0,0,24
15,15,19,250,2,6,2,0,FALSE,0,0,24
16,16,20,270,2,1,2,0,FALSE,0,0,24
17,17,9,279,2,4,2,0,FALSE,0,0,24
18,18,15,294,4,4,2,3,TRUE,0,0,24
19,19,14,308,2,2,2,0,TRUE,0,0,24
20,20,18,326,4,2,2,3,FALSE,0,0,24
21,21,20,346,3,2,2,1,FALSE,0,0,24
22,22,17,363,2,4,2,0,FALSE,1,1,24
23,23,14,377,2,3,2,0,FALSE,0,0,24
24,24,15,392,2,2,2,0,TRUE,0,0,24
25,25,20,412,2,2,2,0,TRUE,0,0,24
26,26,9,421,4,5,2,3,FALSE,0,0,24
27,27,19,440,2,2,2,0,TRUE,0,0,24
28,28,20,460,2,2,2,0,TRUE,0,0,24
29,29,8,468,2,7,2,0,FALSE,0,0,24
30,30,17,485,0,2,2,2,FALSE,0,0,24
31,31,11,496,5,5,2,3,TRUE,0,0,24
32,32,10,506,2,2,2,0,TRUE,0,0,24
33,33,15,521,3,3,2,1,TRUE,0,0,24
34,34,24,545,3,3,2,1,TRUE,0,0,24
35,35,17,562,1,0,2,2,FALSE,0,0,24
36,36,13,575,3,3,2,1,TRUE,0,0,24
37,37,20,595,2,2,2,0,TRUE,0,0,24
38,38,15,610,4,0,2,3,FALSE,0,0,24
39,39,23,633,2,2,2,0,TRUE,0,0,24
40,40,8,641,2,0,2,0,FALSE,1,2,24
41,41,20,661,5,4,2,3,FALSE,0,0,24
42,42,16,677,1,1,2,2,TRUE,0,0,24
43,43,11,688,2,2,2,0,TRUE,0,0,24
44,44,14,702,2,2,2,0,TRUE,0,0,24
45,45,15,717,2,2,2,0,TRUE,0,0,24
46,46,14,731,2,0,2,0,FALSE,0,0,24
47,47,11,742,3,1,2,1,FALSE,0,0,24
48,48,13,755,2,2,2,0,TRUE,0,0,24
49,49,25,780,3,3,2,1,TRUE,0,0,24
50,50,9,789,2,1,2,0,FALSE,0,0,24
51,51,19,808,2,2,2,0,TRUE,0,0,24
52,52,20,828,2,6,2,0,FALSE,0,0,24
53,53,9,837,2,7,2,0,FALSE,0,0,24
54,54,18,855,2,2,2,0,TRUE,0,0,24
55,55,15,870,2,2,2,0,TRUE,0,0,24
56,56,21,891,5,5,2,3,TRUE,0,0,24
57,57,14,905,3,3,2,1,TRUE,0,0,24
58,58,8,913,2,2,2,0,TRUE,0,0,24
59,59,20,933,6,7,2,3,FALSE,0,0,24
60,60,15,948,2,3,2,0,FALSE,1,3,24
61,61,20,968,1,1,2,2,TRUE,0,0,24
62,62,20,988,3,3,2,1,TRUE,0,0,24
63,63,22,1010,2,2,2,0,TRUE,0,0,24
64,64,24,1034,2,2,2,0,TRUE,0,0,24
65,65,19,1053,2,2,2,0,TRUE,0,0,24
66,66,13,1066,1,3,2,2,FALSE,0,0,24
67,67,17,1083,1,0,2,2,FALSE,0,0,24
68,68,16,1099,2,3,2,0,FALSE,0,0,24
69,69,19,1118,4,7,2,3,FALSE,0,0,24
70,70,16,1134,1,1,2,2,TRUE,0,0,24
71,71,21,1155,2,2,2,0,TRUE,0,0,24
72,72,15,1170,4,7,2,3,FALSE,0,0,24
73,73,19,1189,2,2,2,0,TRUE,0,0,24
74,74,10,1199,3,0,2,1,FALSE,0,0,24
75,75,25,1224,1,1,2,2,TRUE,0,0,24
76,76,13,1237,6,5,2,3,FALSE,0,0,24
77,77,14,1251,2,7,2,0,FALSE,0,0,24
78,78,10,1261,2,1,2,0,FALSE,0,0,24
79,79,23,1284,2,2,2,0,TRUE,0,0,24
80,80,12,1296,2,2,2,0,TRUE,1,4,24
81,81,22,1318,2,2,2,0,TRUE,0,0,24
82,82,27,1345,1,1,2,2,TRUE,0,0,24
83,83,20,1365,4,4,2,3,TRUE,0,0,24
84,84,18,1383,3,2,2,1,FALSE,0,0,24
85,85,15,1398,3,3,2,1,TRUE,0,0,24
86,86,17,1415,1,1,2,2,TRUE,0,0,24
87,87,14,1429,3,3,2,1,TRUE,0,0,24
88,88,21,1450,1,1,2,2,TRUE,0,0,24
89,89,19,1469,2,2,2,0,TRUE,0,0,24
90,90,16,1485,5,5,2,3,TRUE,0,0,24
91,91,16,1501,5,5,2,3,TRUE,0,0,24
92,92,17,1518,3,3,2,1,TRUE,0,0,24
93,93,14,1532,2,2,2,0,TRUE,0,0,24
94,94,18,1550,2,2,2,0,TRUE,0,0,24
95,95,19,1569,1,1,2,2,TRUE,0,0,24
96,96,23,1592,5,5,2,3,TRUE,0,0,24
97,97,14,1606,3,3,2,1,TRUE,0,0,24
98,98,10,1616,2,3,2,0,FALSE,0,0,24
99,99,16,1632,2,2,2,0,TRUE,0,0,24
0,0,16,16,5,3,5,0,FALSE,0,0,25
1,1,16,32,4,4,5,1,TRUE,0,0,25
2,2,19,51,3,3,5,3,TRUE,0,0,25
3,3,18,69,5,5,5,0,TRUE,0,0,25
4,4,14,83,5,5,5,0,TRUE,0,0,25
5,5,9,92,5,5,5,0,TRUE,0,0,25
6,6,19,111,1,5,5,3,FALSE,0,0,25
7,7,16,127,4,4,5,1,TRUE,0,0,25
8,8,15,142,5,5,5,0,TRUE,0,0,25
9,9,11,153,5,5,5,0,TRUE,0,0,25
10,10,6,159,0,6,5,3,FALSE,0,0,25
11,11,10,169,0,3,5,3,FALSE,0,0,25
12,12,7,176,1,3,5,3,FALSE,0,0,25
13,13,12,188,5,5,5,0,TRUE,0,0,25
14,14,16,204,0,0,5,3,TRUE,0,0,25
15,15,6,210,0,6,5,3,FALSE,0,0,25
16,16,26,236,5,5,5,0,TRUE,0,0,25
17,17,17,253,7,7,5,2,TRUE,0,0,25
18,18,23,276,5,5,5,0,TRUE,0,0,25
19,19,9,285,5,5,5,0,TRUE,0,0,25
20,20,17,302,2,5,5,3,FALSE,0,0,25
21,21,8,310,5,3,5,0,FALSE,1,1,25
22,22,6,316,1,0,5,3,FALSE,0,0,25
23,23,24,340,5,5,5,0,TRUE,0,0,25
24,24,8,348,4,5,5,1,FALSE,0,0,25
25,25,20,368,5,5,5,0,TRUE,0,0,25
26,26,11,379,4,5,5,1,FALSE,0,0,25
27,27,16,395,5,5,5,0,TRUE,0,0,25
28,28,15,410,5,5,5,0,TRUE,0,0,25
29,29,11,421,6,4,5,2,FALSE,0,0,25
30,30,10,431,5,5,5,0,TRUE,0,0,25
31,31,21,452,0,5,5,3,FALSE,0,0,25
32,32,10,462,5,5,5,0,TRUE,0,0,25
33,33,6,468,0,7,5,3,FALSE,0,0,25
34,34,7,475,6,5,5,2,FALSE,0,0,25
35,35,10,485,5,5,5,0,TRUE,0,0,25
36,36,17,502,5,5,5,0,TRUE,0,0,25
37,37,18,520,6,0,5,2,FALSE,0,0,25
38,38,12,532,5,5,5,0,TRUE,0,0,25
39,39,9,541,6,5,5,2,FALSE,0,0,25
40,40,16,557,5,3,5,0,FALSE,1,2,25
41,41,8,565,4,0,5,1,FALSE,0,0,25
42,42,13,578,1,1,5,3,TRUE,0,0,25
43,43,14,592,3,3,5,3,TRUE,0,0,25
44,44,17,609,1,1,5,3,TRUE,0,0,25
45,45,16,625,6,2,5,2,FALSE,0,0,25
46,46,14,639,5,5,5,0,TRUE,0,0,25
47,47,19,658,5,5,5,0,TRUE,0,0,25
48,48,22,680,5,5,5,0,TRUE,0,0,25
49,49,13,693,5,5,5,0,TRUE,0,0,25
50,50,17,710,5,5,5,0,TRUE,0,0,25
51,51,13,723,3,0,5,3,FALSE,0,0,25
52,52,20,743,4,0,5,1,FALSE,0,0,25
53,53,12,755,3,0,5,3,FALSE,0,0,25
54,54,24,779,5,5,5,0,TRUE,0,0,25
55,55,11,790,5,5,5,0,TRUE,0,0,25
56,56,11,801,6,5,5,2,FALSE,0,0,25
57,57,16,817,4,4,5,1,TRUE,0,0,25
58,58,19,836,6,5,5,2,FALSE,0,0,25
59,59,9,845,5,5,5,0,TRUE,0,0,25
60,60,11,856,5,7,5,0,FALSE,1,3,25
61,61,14,870,5,5,5,0,TRUE,0,0,25
62,62,12,882,5,1,5,0,FALSE,0,0,25
63,63,10,892,6,4,5,2,FALSE,0,0,25
64,64,19,911,5,0,5,0,FALSE,0,0,25
65,65,22,933,5,5,5,0,TRUE,0,0,25
66,66,13,946,5,5,5,0,TRUE,0,0,25
67,67,17,963,4,4,5,1,TRUE,0,0,25
68,68,15,978,6,6,5,2,TRUE,0,0,25
69,69,17,995,5,5,5,0,TRUE,0,0,25
70,70,12,1007,6,5,5,2,FALSE,0,0,25
71,71,17,1024,6,7,5,2,FALSE,0,0,25
72,72,18,1042,4,4,5,1,TRUE,0,0,25
73,73,15,1057,5,4,5,0,FALSE,0,0,25
74,74,16,1073,5,5,5,0,TRUE,0,0,25
75,75,23,1096,2,2,5,3,TRUE,0,0,25
76,76,19,1115,5,5,5,0,TRUE,0,0,25
77,77,15,1130,5,6,5,0,FALSE,0,0,25
78,78,14,1144,2,0,5,3,FALSE,0,0,25
79,79,16,1160,4,4,5,1,TRUE,0,0,25
80,80,14,1174,2,0,5,3,FALSE,0,0,25
81,81,17,1191,3,3,5,3,TRUE,0,0,25
82,82,9,1200,5,5,5,0,TRUE,1,4,25
83,83,17,1217,5,5,5,0,TRUE,0,0,25
84,84,15,1232,4,4,5,1,TRUE,0,0,25
85,85,18,1250,6,5,5,2,FALSE,0,0,25
86,86,12,1262,4,4,5,1,TRUE,0,0,25
87,87,21,1283,5,5,5,0,TRUE,0,0,25
88,88,15,1298,5,5,5,0,TRUE,0,0,25
89,89,14,1312,4,4,5,1,TRUE,0,0,25
90,90,17,1329,5,5,5,0,TRUE,0,0,25
91,91,21,1350,5,5,5,0,TRUE,0,0,25
92,92,23,1373,6,6,5,2,TRUE,0,0,25
93,93,23,1396,5,5,5,0,TRUE,0,0,25
94,94,17,1413,4,4,5,1,TRUE,0,0,25
95,95,22,1435,6,6,5,2,TRUE,0,0,25
96,96,21,1456,5,5,5,0,TRUE,0,0,25
97,97,11,1467,5,5,5,0,TRUE,0,0,25
98,98,22,1489,5,5,5,0,TRUE,0,0,25
99,99,25,1514,3,3,5,3,TRUE,0,0,25
0,0,7,7,2,0,2,0,FALSE,0,0,26
1,1,7,14,2,1,2,0,FALSE,0,0,26
2,2,12,26,2,2,2,0,TRUE,0,0,26
3,3,5,31,4,0,2,3,FALSE,0,0,26
4,4,17,48,0,0,2,2,TRUE,0,0,26
5,5,10,58,1,1,2,2,TRUE,0,0,26
6,6,14,72,1,0,2,2,FALSE,0,0,26
7,7,18,90,2,0,2,0,FALSE,0,0,26
8,8,14,104,2,2,2,0,TRUE,0,0,26
9,9,14,118,2,2,2,0,TRUE,0,0,26
10,10,17,135,2,0,2,0,FALSE,0,0,26
11,11,16,151,7,3,2,3,FALSE,0,0,26
12,12,16,167,0,0,2,2,TRUE,0,0,26
13,13,20,187,1,0,2,2,FALSE,0,0,26
14,14,14,201,0,0,2,2,TRUE,0,0,26
15,15,5,206,2,4,2,0,FALSE,0,0,26
16,16,17,223,2,0,2,0,FALSE,0,0,26
17,17,18,241,2,0,2,0,FALSE,0,0,26
18,18,11,252,2,0,2,0,FALSE,0,0,26
19,19,13,265,2,0,2,0,FALSE,0,0,26
20,20,9,274,1,0,2,2,FALSE,0,0,26
21,21,13,287,2,0,2,0,FALSE,1,1,26
22,22,20,307,1,0,2,2,FALSE,0,0,26
23,23,16,323,0,0,2,2,TRUE,0,0,26
24,24,8,331,4,5,2,3,FALSE,0,0,26
25,25,8,339,2,4,2,0,FALSE,0,0,26
26,26,12,351,2,7,2,0,FALSE,0,0,26
27,27,15,366,2,0,2,0,FALSE,0,0,26
28,28,17,383,5,2,2,3,FALSE,0,0,26
29,29,20,403,0,0,2,2,TRUE,0,0,26
30,30,14,417,2,7,2,0,FALSE,0,0,26
31,31,8,425,1,0,2,2,FALSE,0,0,26
32,32,21,446,0,0,2,2,TRUE,0,0,26
33,33,17,463,1,0,2,2,FALSE,0,0,26
34,34,10,473,2,4,2,0,FALSE,0,0,26
35,35,8,481,2,3,2,0,FALSE,0,0,26
36,36,8,489,2,0,2,0,FALSE,0,0,26
37,37,11,500,3,3,2,1,TRUE,0,0,26
38,38,9,509,0,0,2,2,TRUE,0,0,26
39,39,21,530,1,0,2,2,FALSE,0,0,26
40,40,12,542,6,7,2,3,FALSE,0,0,26
41,41,9,551,2,0,2,0,FALSE,1,2,26
42,42,12,563,2,0,2,0,FALSE,0,0,26
43,43,10,573,2,3,2,0,FALSE,0,0,26
44,44,14,587,2,0,2,0,FALSE,0,0,26
45,45,18,605,3,3,2,1,TRUE,0,0,26
46,46,13,618,6,2,2,3,FALSE,0,0,26
47,47,16,634,2,0,2,0,FALSE,0,0,26
48,48,20,654,6,7,2,3,FALSE,0,0,26
49,49,15,669,5,7,2,3,FALSE,0,0,26
50,50,10,679,1,7,2,2,FALSE,0,0,26
51,51,16,695,2,2,2,0,TRUE,0,0,26
52,52,25,720,3,3,2,1,TRUE,0,0,26
53,53,18,738,2,2,2,0,TRUE,0,0,26
54,54,10,748,2,0,2,0,FALSE,0,0,26
55,55,9,757,2,7,2,0,FALSE,0,0,26
56,56,21,778,2,2,2,0,TRUE,0,0,26
57,57,7,785,2,0,2,0,FALSE,0,0,26
58,58,21,806,2,2,2,0,TRUE,0,0,26
59,59,21,827,2,2,2,0,TRUE,0,0,26
60,60,23,850,3,3,2,1,TRUE,0,0,26
61,61,7,857,5,0,2,3,FALSE,0,0,26
62,62,18,875,2,0,2,0,FALSE,1,3,26
63,63,17,892,3,3,2,1,TRUE,0,0,26
64,64,11,903,3,0,2,1,FALSE,0,0,26
65,65,15,918,1,3,2,2,FALSE,0,0,26
66,66,15,933,2,0,2,0,FALSE,0,0,26
67,67,22,955,2,2,2,0,TRUE,0,0,26
68,68,8,963,2,7,2,0,FALSE,0,0,26
69,69,21,984,5,5,2,3,TRUE,0,0,26
70,70,22,1006,2,2,2,0,TRUE,0,0,26
71,71,11,1017,1,3,2,2,FALSE,0,0,26
72,72,17,1034,3,3,2,1,TRUE,0,0,26
73,73,11,1045,1,7,2,2,FALSE,0,0,26
74,74,23,1068,2,3,2,0,FALSE,0,0,26
75,75,14,1082,2,3,2,0,FALSE,0,0,26
76,76,11,1093,5,0,2,3,FALSE,0,0,26
77,77,20,1113,3,3,2,1,TRUE,0,0,26
78,78,15,1128,2,2,2,0,TRUE,0,0,26
79,79,19,1147,6,7,2,3,FALSE,0,0,26
80,80,15,1162,2,0,2,0,FALSE,1,4,26
81,81,11,1173,1,3,2,2,FALSE,0,0,26
82,82,18,1191,1,1,2,2,TRUE,0,0,26
83,83,12,1203,3,0,2,1,FALSE,0,0,26
84,84,12,1215,6,7,2,3,FALSE,0,0,26
85,85,13,1228,1,0,2,2,FALSE,0,0,26
86,86,19,1247,3,3,2,1,TRUE,0,0,26
87,87,11,1258,6,7,2,3,FALSE,0,0,26
88,88,8,1266,2,0,2,0,FALSE,0,0,26
89,89,18,1284,1,0,2,2,FALSE,0,0,26
90,90,13,1297,2,2,2,0,TRUE,0,0,26
91,91,20,1317,2,2,2,0,TRUE,0,0,26
92,92,13,1330,1,0,2,2,FALSE,0,0,26
93,93,18,1348,2,2,2,0,TRUE,0,0,26
94,94,23,1371,2,2,2,0,TRUE,0,0,26
95,95,13,1384,2,7,2,0,FALSE,0,0,26
96,96,16,1400,1,0,2,2,FALSE,0,0,26
97,97,18,1418,2,2,2,0,TRUE,0,0,26
98,98,22,1440,3,3,2,1,TRUE,0,0,26
99,99,19,1459,2,0,2,0,FALSE,0,0,26
0,0,9,9,2,1,3,1,FALSE,0,0,27
1,1,13,22,4,7,3,3,FALSE,0,0,27
2,2,14,36,3,1,3,0,FALSE,0,0,27
3,3,8,44,3,1,3,0,FALSE,0,0,27
4,4,19,63,3,0,3,0,FALSE,0,0,27
5,5,11,74,3,3,3,0,TRUE,0,0,27
6,6,10,84,3,3,3,0,TRUE,0,0,27
7,7,20,104,2,3,3,1,FALSE,0,0,27
8,8,20,124,3,3,3,0,TRUE,0,0,27
9,9,16,140,3,3,3,0,TRUE,0,0,27
10,10,11,151,1,1,3,2,TRUE,0,0,27
11,11,16,167,3,3,3,0,TRUE,0,0,27
12,12,17,184,3,2,3,0,FALSE,0,0,27
13,13,10,194,2,3,3,1,FALSE,0,0,27
14,14,18,212,2,2,3,1,TRUE,0,0,27
15,15,18,230,3,3,3,0,TRUE,0,0,27
16,16,20,250,3,3,3,0,TRUE,0,0,27
17,17,8,258,0,2,3,2,FALSE,0,0,27
18,18,11,269,3,3,3,0,TRUE,0,0,27
19,19,19,288,2,2,3,1,TRUE,0,0,27
